"GEO_ID","NAME","NAICS2017","NAICS2017_LABEL","SEX","SEX_LABEL","ETH_GROUP","ETH_GROUP_LABEL","RACE_GROUP","RACE_GROUP_LABEL","VET_GROUP","VET_GROUP_LABEL","YIBSZFI","YIBSZFI_LABEL","YEAR","FIRMPDEMP","RCPPDEMP","EMP","PAYANN","FIRMPDEMP_S","RCPPDEMP_S","EMP_S","PAYANN_S",
"0100000US","United States","42","Wholesale trade","004","Equally male/female","001","Total","00","Total","003","Equally veteran/nonveteran","318","Firms with 2 to 3 years in business","2018","295","R","907","34870","39.3","S","53.5","42.5",
"0100000US","United States","42","Wholesale trade","004","Equally male/female","001","Total","00","Total","003","Equally veteran/nonveteran","319","Firms with 4 to 5 years in business","2018","S","S","500 to 999 employees","S","S","S","S","S",
"0100000US","United States","42","Wholesale trade","004","Equally male/female","001","Total","00","Total","003","Equally veteran/nonveteran","321","Firms with 6 to 10 years in business","2018","S","S","2,500 to 4,999 employees","S","S","S","S","S",
"0100000US","United States","42","Wholesale trade","004","Equally male/female","001","Total","00","Total","003","Equally veteran/nonveteran","322","Firms with 11 to 15 years in business","2018","S","S","5,000 to 9,999 employees","S","S","S","S","S",
"0100000US","United States","42","Wholesale trade","004","Equally male/female","001","Total","00","Total","003","Equally veteran/nonveteran","323","Firms with 16 or more years in business","2018","2960","W","19687","1070699","22.0","S","31.7","36.3",
"0100000US","United States","42","Wholesale trade","001","Total","020","Hispanic","00","Total","003","Equally veteran/nonveteran","311","Firms with less than 2 years in business","2018","S","S","0 to 19 employees","S","S","S","S","S",
"0100000US","United States","42","Wholesale trade","001","Total","020","Hispanic","00","Total","003","Equally veteran/nonveteran","322","Firms with 11 to 15 years in business","2018","D","D","20 to 99 employees","D","D","D","D","D",
"0100000US","United States","42","Wholesale trade","001","Total","020","Hispanic","00","Total","003","Equally veteran/nonveteran","323","Firms with 16 or more years in business","2018","S","S","500 to 999 employees","S","S","S","S","S",
"0100000US","United States","42","Wholesale trade","001","Total","028","Equally Hispanic/non-Hispanic","00","Total","003","Equally veteran/nonveteran","311","Firms with less than 2 years in business","2018","S","S","20 to 99 employees","S","S","S","S","S",
"0100000US","United States","42","Wholesale trade","001","Total","028","Equally Hispanic/non-Hispanic","00","Total","003","Equally veteran/nonveteran","321","Firms with 6 to 10 years in business","2018","S","S","0 to 19 employees","S","S","S","S","S",
"0100000US","United States","42","Wholesale trade","001","Total","028","Equally Hispanic/non-Hispanic","00","Total","003","Equally veteran/nonveteran","322","Firms with 11 to 15 years in business","2018","S","S","20 to 99 employees","S","S","S","S","S",
"0100000US","United States","42","Wholesale trade","001","Total","028","Equally Hispanic/non-Hispanic","00","Total","003","Equally veteran/nonveteran","323","Firms with 16 or more years in business","2018","S","S","250 to 499 employees","S","S","S","S","S",
"0100000US","United States","42","Wholesale trade","001","Total","029","Non-Hispanic","00","Total","003","Equally veteran/nonveteran","311","Firms with less than 2 years in business","2018","743","U","1388","103998","26.9","S","28.4","14.6",
"0100000US","United States","42","Wholesale trade","001","Total","029","Non-Hispanic","00","Total","003","Equally veteran/nonveteran","318","Firms with 2 to 3 years in business","2018","646","U","2523","93896","19.4","S","36.1","31.2",
"0100000US","United States","42","Wholesale trade","001","Total","029","Non-Hispanic","00","Total","003","Equally veteran/nonveteran","319","Firms with 4 to 5 years in business","2018","S","S","2,500 to 4,999 employees","S","S","S","S","S",
"0100000US","United States","42","Wholesale trade","001","Total","029","Non-Hispanic","00","Total","003","Equally veteran/nonveteran","321","Firms with 6 to 10 years in business","2018","S","S","2,500 to 4,999 employees","S","S","S","S","S",
"0100000US","United States","42","Wholesale trade","001","Total","029","Non-Hispanic","00","Total","003","Equally veteran/nonveteran","322","Firms with 11 to 15 years in business","2018","S","S","5,000 to 9,999 employees","S","S","S","S","S",
"0100000US","United States","42","Wholesale trade","001","Total","029","Non-Hispanic","00","Total","003","Equally veteran/nonveteran","323","Firms with 16 or more years in business","2018","4500","W","45478","2809720","15.7","S","25.1","29.7",
"0100000US","United States","42","Wholesale trade","001","Total","001","Total","30","White","003","Equally veteran/nonveteran","311","Firms with less than 2 years in business","2018","770","U","1443","104109","30.3","S","28.6","14.9",
"0100000US","United States","42","Wholesale trade","001","Total","001","Total","30","White","003","Equally veteran/nonveteran","318","Firms with 2 to 3 years in business","2018","638","U","2492","92639","19.3","S","36.9","32.1",
"0100000US","United States","42","Wholesale trade","001","Total","001","Total","30","White","003","Equally veteran/nonveteran","319","Firms with 4 to 5 years in business","2018","S","S","2,500 to 4,999 employees","S","S","S","S","S",
"0100000US","United States","42","Wholesale trade","001","Total","001","Total","30","White","003","Equally veteran/nonveteran","321","Firms with 6 to 10 years in business","2018","S","S","2,500 to 4,999 employees","S","S","S","S","S",
"0100000US","United States","42","Wholesale trade","001","Total","001","Total","30","White","003","Equally veteran/nonveteran","322","Firms with 11 to 15 years in business","2018","S","S","5,000 to 9,999 employees","S","S","S","S","S",
"0100000US","United States","42","Wholesale trade","001","Total","001","Total","30","White","003","Equally veteran/nonveteran","323","Firms with 16 or more years in business","2018","4502","W","45953","2833274","16.5","S","25.4","29.7",
"0100000US","United States","42","Wholesale trade","001","Total","001","Total","40","Black or African American","003","Equally veteran/nonveteran","311","Firms with less than 2 years in business","2018","D","D","0 to 19 employees","D","D","D","D","D",
"0100000US","United States","42","Wholesale trade","001","Total","001","Total","40","Black or African American","003","Equally veteran/nonveteran","321","Firms with 6 to 10 years in business","2018","D","D","0 to 19 employees","D","D","D","D","D",
"0100000US","United States","42","Wholesale trade","001","Total","001","Total","40","Black or African American","003","Equally veteran/nonveteran","323","Firms with 16 or more years in business","2018","S","S","100 to 249 employees","S","S","S","S","S",
"0100000US","United States","42","Wholesale trade","001","Total","001","Total","50","American Indian and Alaska Native","003","Equally veteran/nonveteran","323","Firms with 16 or more years in business","2018","D","D","20 to 99 employees","D","D","D","D","D",
"0100000US","United States","42","Wholesale trade","001","Total","001","Total","60","Asian","003","Equally veteran/nonveteran","311","Firms with less than 2 years in business","2018","D","D","0 to 19 employees","D","D","D","D","D",
"0100000US","United States","42","Wholesale trade","001","Total","001","Total","60","Asian","003","Equally veteran/nonveteran","318","Firms with 2 to 3 years in business","2018","D","D","0 to 19 employees","D","D","D","D","D",
"0100000US","United States","42","Wholesale trade","001","Total","001","Total","60","Asian","003","Equally veteran/nonveteran","323","Firms with 16 or more years in business","2018","D","D","500 to 999 employees","D","D","D","D","D",
"0100000US","United States","42","Wholesale trade","001","Total","001","Total","90","Minority","003","Equally veteran/nonveteran","311","Firms with less than 2 years in business","2018","13","L","18","1673","46.1","S","66.5","33.6",
"0100000US","United States","42","Wholesale trade","001","Total","001","Total","90","Minority","003","Equally veteran/nonveteran","318","Firms with 2 to 3 years in business","2018","D","D","0 to 19 employees","D","D","D","D","D",
"0100000US","United States","42","Wholesale trade","001","Total","001","Total","90","Minority","003","Equally veteran/nonveteran","321","Firms with 6 to 10 years in business","2018","D","D","0 to 19 employees","D","D","D","D","D",
"0100000US","United States","42","Wholesale trade","001","Total","001","Total","90","Minority","003","Equally veteran/nonveteran","322","Firms with 11 to 15 years in business","2018","D","D","20 to 99 employees","D","D","D","D","D",
"0100000US","United States","42","Wholesale trade","001","Total","001","Total","90","Minority","003","Equally veteran/nonveteran","323","Firms with 16 or more years in business","2018","S","S","1,000 to 2,499 employees","S","S","S","S","S",
"0100000US","United States","42","Wholesale trade","001","Total","001","Total","91","Equally minority/nonminority","003","Equally veteran/nonveteran","311","Firms with less than 2 years in business","2018","S","S","20 to 99 employees","S","S","S","S","S",
"0100000US","United States","42","Wholesale trade","001","Total","001","Total","91","Equally minority/nonminority","003","Equally veteran/nonveteran","318","Firms with 2 to 3 years in business","2018","6","I","23","999","70.5","S","68.4","98.2",
"0100000US","United States","42","Wholesale trade","001","Total","001","Total","91","Equally minority/nonminority","003","Equally veteran/nonveteran","319","Firms with 4 to 5 years in business","2018","D","D","0 to 19 employees","D","D","D","D","D",
"0100000US","United States","42","Wholesale trade","001","Total","001","Total","91","Equally minority/nonminority","003","Equally veteran/nonveteran","321","Firms with 6 to 10 years in business","2018","31","L","84","5054","61.6","S","18.2","18.8",
"0100000US","United States","42","Wholesale trade","001","Total","001","Total","91","Equally minority/nonminority","003","Equally veteran/nonveteran","322","Firms with 11 to 15 years in business","2018","S","S","100 to 249 employees","S","S","S","S","S",
"0100000US","United States","42","Wholesale trade","001","Total","001","Total","91","Equally minority/nonminority","003","Equally veteran/nonveteran","323","Firms with 16 or more years in business","2018","S","S","500 to 999 employees","S","S","S","S","S",
"0100000US","United States","42","Wholesale trade","001","Total","001","Total","92","Nonminority","003","Equally veteran/nonveteran","311","Firms with less than 2 years in business","2018","723","U","1358","101526","27.3","S","28.5","14.7",
"0100000US","United States","42","Wholesale trade","001","Total","001","Total","92","Nonminority","003","Equally veteran/nonveteran","318","Firms with 2 to 3 years in business","2018","638","U","2492","92639","19.3","S","36.9","32.1",
"0100000US","United States","42","Wholesale trade","001","Total","001","Total","92","Nonminority","003","Equally veteran/nonveteran","319","Firms with 4 to 5 years in business","2018","S","S","2,500 to 4,999 employees","S","S","S","S","S",
"0100000US","United States","42","Wholesale trade","001","Total","001","Total","92","Nonminority","003","Equally veteran/nonveteran","321","Firms with 6 to 10 years in business","2018","S","S","2,500 to 4,999 employees","S","S","S","S","S",
"0100000US","United States","42","Wholesale trade","001","Total","001","Total","92","Nonminority","003","Equally veteran/nonveteran","322","Firms with 11 to 15 years in business","2018","S","S","5,000 to 9,999 employees","S","S","S","S","S",
"0100000US","United States","42","Wholesale trade","001","Total","001","Total","92","Nonminority","003","Equally veteran/nonveteran","323","Firms with 16 or more years in business","2018","4353","W","43902","2716745","16.5","S","26.6","31.5",
"0100000US","United States","42","Wholesale trade","001","Total","001","Total","00","Total","004","Nonveteran","311","Firms with less than 2 years in business","2018","25665","W","72355","4183664","3.3","S","5.6","5.0",
"0100000US","United States","42","Wholesale trade","001","Total","001","Total","00","Total","004","Nonveteran","318","Firms with 2 to 3 years in business","2018","25005","W","115148","5731205","4.8","S","21.5","25.2",
"0100000US","United States","42","Wholesale trade","001","Total","001","Total","00","Total","004","Nonveteran","319","Firms with 4 to 5 years in business","2018","20388","W","115121","5529272","5.9","S","10.1","8.9",
"0100000US","United States","42","Wholesale trade","001","Total","001","Total","00","Total","004","Nonveteran","321","Firms with 6 to 10 years in business","2018","39677","W","290655","15698914","4.7","S","6.1","7.7",
"0100000US","United States","42","Wholesale trade","001","Total","001","Total","00","Total","004","Nonveteran","322","Firms with 11 to 15 years in business","2018","33897","W","293636","18236225","2.4","S","8.0","12.1",
"0100000US","United States","42","Wholesale trade","001","Total","001","Total","00","Total","004","Nonveteran","323","Firms with 16 or more years in business","2018","115537","W","2292116","150000900","1.6","S","3.2","3.2",
"0100000US","United States","42","Wholesale trade","002","Female","001","Total","00","Total","004","Nonveteran","311","Firms with less than 2 years in business","2018","4586","W","15321","838674","8.3","S","18.9","11.6",
"0100000US","United States","42","Wholesale trade","002","Female","001","Total","00","Total","004","Nonveteran","318","Firms with 2 to 3 years in business","2018","4675","W","16275","776227","11.9","S","30.1","43.3",
"0100000US","United States","42","Wholesale trade","002","Female","001","Total","00","Total","004","Nonveteran","319","Firms with 4 to 5 years in business","2018","3642","W","14662","585315","12.6","S","24.5","29.9",
"0100000US","United States","42","Wholesale trade","002","Female","001","Total","00","Total","004","Nonveteran","321","Firms with 6 to 10 years in business","2018","6747","W","55274","2898043","7.8","S","16.6","21.2",
"0100000US","United States","42","Wholesale trade","002","Female","001","Total","00","Total","004","Nonveteran","322","Firms with 11 to 15 years in business","2018","5570","W","37372","2030325","7.8","S","17.9","18.2",
"0100000US","United States","42","Wholesale trade","002","Female","001","Total","00","Total","004","Nonveteran","323","Firms with 16 or more years in business","2018","17816","W","322499","20444147","5.4","S","16.5","16.5",
"0100000US","United States","42","Wholesale trade","003","Male","001","Total","00","Total","004","Nonveteran","311","Firms with less than 2 years in business","2018","17590","W","50058","2910938","3.4","S","6.5","5.4",
"0100000US","United States","42","Wholesale trade","003","Male","001","Total","00","Total","004","Nonveteran","318","Firms with 2 to 3 years in business","2018","17242","W","87184","4459709","5.9","S","29.2","32.4",
"0100000US","United States","42","Wholesale trade","003","Male","001","Total","00","Total","004","Nonveteran","319","Firms with 4 to 5 years in business","2018","14035","W","88543","4401963","7.6","S","11.6","10.5",
"0100000US","United States","42","Wholesale trade","003","Male","001","Total","00","Total","004","Nonveteran","321","Firms with 6 to 10 years in business","2018","27386","W","208565","11426116","5.7","S","10.0","13.0",
"0100000US","United States","42","Wholesale trade","003","Male","001","Total","00","Total","004","Nonveteran","322","Firms with 11 to 15 years in business","2018","22613","W","213964","13968759","3.8","S","9.7","14.4",
"0100000US","United States","42","Wholesale trade","003","Male","001","Total","00","Total","004","Nonveteran","323","Firms with 16 or more years in business","2018","81917","W","1757394","116934604","1.9","S","2.6","2.3",
"0100000US","United States","42","Wholesale trade","004","Equally male/female","001","Total","00","Total","004","Nonveteran","311","Firms with less than 2 years in business","2018","3487","W","6976","434052","10.4","S","14.4","12.4",
"0100000US","United States","42","Wholesale trade","004","Equally male/female","001","Total","00","Total","004","Nonveteran","318","Firms with 2 to 3 years in business","2018","3088","U","11689","495270","14.6","S","29.0","45.2",
"0100000US","United States","42","Wholesale trade","004","Equally male/female","001","Total","00","Total","004","Nonveteran","319","Firms with 4 to 5 years in business","2018","S","S","10,000 to 24,999 employees","S","S","S","S","S",
"0100000US","United States","42","Wholesale trade","004","Equally male/female","001","Total","00","Total","004","Nonveteran","321","Firms with 6 to 10 years in business","2018","5544","W","26816","1374755","9.0","S","21.4","24.8",
"0100000US","United States","42","Wholesale trade","004","Equally male/female","001","Total","00","Total","004","Nonveteran","322","Firms with 11 to 15 years in business","2018","5714","W","42301","2237140","5.7","S","18.5","24.1",
"0100000US","United States","42","Wholesale trade","004","Equally male/female","001","Total","00","Total","004","Nonveteran","323","Firms with 16 or more years in business","2018","15804","W","212223","12622149","3.8","S","16.7","18.2",
"0100000US","United States","42","Wholesale trade","001","Total","020","Hispanic","00","Total","004","Nonveteran","311","Firms with less than 2 years in business","2018","1555","U","3094","155881","17.9","S","25.1","14.7",
"0100000US","United States","42","Wholesale trade","001","Total","020","Hispanic","00","Total","004","Nonveteran","318","Firms with 2 to 3 years in business","2018","S","S","5,000 to 9,999 employees","S","S","S","S","S",
"0100000US","United States","42","Wholesale trade","001","Total","020","Hispanic","00","Total","004","Nonveteran","319","Firms with 4 to 5 years in business","2018","1819","U","10832","392158","19.6","S","31.9","36.2",
"0100000US","United States","42","Wholesale trade","001","Total","020","Hispanic","00","Total","004","Nonveteran","321","Firms with 6 to 10 years in business","2018","2870","W","16016","669304","16.5","S","46.4","41.9",
"0100000US","United States","42","Wholesale trade","001","Total","020","Hispanic","00","Total","004","Nonveteran","322","Firms with 11 to 15 years in business","2018","2020","W","15082","680096","20.1","S","28.1","21.3",
"0100000US","United States","42","Wholesale trade","001","Total","020","Hispanic","00","Total","004","Nonveteran","323","Firms with 16 or more years in business","2018","3601","W","43112","2868755","9.0","S","19.1","22.4",
"0100000US","United States","42","Wholesale trade","001","Total","028","Equally Hispanic/non-Hispanic","00","Total","004","Nonveteran","311","Firms with less than 2 years in business","2018","125","O","206","16125","37.6","S","47.2","49.6",
"0100000US","United States","42","Wholesale trade","001","Total","028","Equally Hispanic/non-Hispanic","00","Total","004","Nonveteran","318","Firms with 2 to 3 years in business","2018","S","S","1,000 to 2,499 employees","S","S","S","S","S",
"0100000US","United States","42","Wholesale trade","001","Total","028","Equally Hispanic/non-Hispanic","00","Total","004","Nonveteran","319","Firms with 4 to 5 years in business","2018","S","S","1,000 to 2,499 employees","S","S","S","S","S",
"0100000US","United States","42","Wholesale trade","001","Total","028","Equally Hispanic/non-Hispanic","00","Total","004","Nonveteran","321","Firms with 6 to 10 years in business","2018","S","S","1,000 to 2,499 employees","S","S","S","S","S",
"0100000US","United States","42","Wholesale trade","001","Total","028","Equally Hispanic/non-Hispanic","00","Total","004","Nonveteran","322","Firms with 11 to 15 years in business","2018","S","S","2,500 to 4,999 employees","S","S","S","S","S",
"0100000US","United States","42","Wholesale trade","001","Total","028","Equally Hispanic/non-Hispanic","00","Total","004","Nonveteran","323","Firms with 16 or more years in business","2018","505","U","5541","254277","23.6","S","29.7","40.5",
"0100000US","United States","42","Wholesale trade","001","Total","029","Non-Hispanic","00","Total","004","Nonveteran","311","Firms with less than 2 years in business","2018","23985","W","69055","4011658","3.6","S","6.2","4.9",
"0100000US","United States","42","Wholesale trade","001","Total","029","Non-Hispanic","00","Total","004","Nonveteran","318","Firms with 2 to 3 years in business","2018","22812","W","104999","5106929","5.5","S","21.9","24.1",
"0100000US","United States","42","Wholesale trade","001","Total","029","Non-Hispanic","00","Total","004","Nonveteran","319","Firms with 4 to 5 years in business","2018","18309","W","103027","5089917","5.9","S","11.8","9.3",
"0100000US","United States","42","Wholesale trade","001","Total","029","Non-Hispanic","00","Total","004","Nonveteran","321","Firms with 6 to 10 years in business","2018","36382","W","273440","14967338","5.0","S","7.0","7.6",
"0100000US","United States","42","Wholesale trade","001","Total","029","Non-Hispanic","00","Total","004","Nonveteran","322","Firms with 11 to 15 years in business","2018","31538","W","275886","17482426","2.3","S","8.2","12.7",
"0100000US","United States","42","Wholesale trade","001","Total","029","Non-Hispanic","00","Total","004","Nonveteran","323","Firms with 16 or more years in business","2018","111432","W","2243464","146877868","1.6","S","3.1","3.0",
"0100000US","United States","42","Wholesale trade","001","Total","001","Total","30","White","004","Nonveteran","311","Firms with less than 2 years in business","2018","21104","W","59969","3587378","4.6","S","5.8","6.3",
"0100000US","United States","42","Wholesale trade","001","Total","001","Total","30","White","004","Nonveteran","318","Firms with 2 to 3 years in business","2018","20202","W","98201","5118149","5.4","S","25.3","28.6",
"0100000US","United States","42","Wholesale trade","001","Total","001","Total","30","White","004","Nonveteran","319","Firms with 4 to 5 years in business","2018","16355","W","92762","4464885","6.9","S","10.9","10.7",
"0100000US","United States","42","Wholesale trade","001","Total","001","Total","30","White","004","Nonveteran","321","Firms with 6 to 10 years in business","2018","32637","W","249134","13476983","4.9","S","7.6","10.1",
"0100000US","United States","42","Wholesale trade","001","Total","001","Total","30","White","004","Nonveteran","322","Firms with 11 to 15 years in business","2018","28976","W","258327","16011989","3.8","S","8.8","12.6",
"0100000US","United States","42","Wholesale trade","001","Total","001","Total","30","White","004","Nonveteran","323","Firms with 16 or more years in business","2018","104348","W","2150763","140603634","1.5","S","3.8","3.9",
"0100000US","United States","42","Wholesale trade","001","Total","001","Total","40","Black or African American","004","Nonveteran","311","Firms with less than 2 years in business","2018","S","S","1,000 to 2,499 employees","S","S","S","S","S",
"0100000US","United States","42","Wholesale trade","001","Total","001","Total","40","Black or African American","004","Nonveteran","318","Firms with 2 to 3 years in business","2018","217","R","492","17564","40.2","S","45.4","31.9",
"0100000US","United States","42","Wholesale trade","001","Total","001","Total","40","Black or African American","004","Nonveteran","319","Firms with 4 to 5 years in business","2018","234","R","994","35413","48.4","S","53.2","43.0",
"0100000US","United States","42","Wholesale trade","001","Total","001","Total","40","Black or African American","004","Nonveteran","321","Firms with 6 to 10 years in business","2018","340","U","1427","86942","26.7","S","28.3","32.1",
"0100000US","United States","42","Wholesale trade","001","Total","001","Total","40","Black or African American","004","Nonveteran","322","Firms with 11 to 15 years in business","2018","S","S","1,000 to 2,499 employees","S","S","S","S","S",
"0100000US","United States","42","Wholesale trade","001","Total","001","Total","40","Black or African American","004","Nonveteran","323","Firms with 16 or more years in business","2018","506","U","4844","236191","19.7","S","14.1","14.0",
"0100000US","United States","42","Wholesale trade","001","Total","001","Total","50","American Indian and Alaska Native","004","Nonveteran","311","Firms with less than 2 years in business","2018","73","R","600","14661","63.6","S","31.4","39.6",
"0100000US","United States","42","Wholesale trade","001","Total","001","Total","50","American Indian and Alaska Native","004","Nonveteran","318","Firms with 2 to 3 years in business","2018","S","S","100 to 249 employees","S","S","S","S","S",
"0100000US","United States","42","Wholesale trade","001","Total","001","Total","50","American Indian and Alaska Native","004","Nonveteran","319","Firms with 4 to 5 years in business","2018","S","S","100 to 249 employees","S","S","S","S","S",
"0100000US","United States","42","Wholesale trade","001","Total","001","Total","50","American Indian and Alaska Native","004","Nonveteran","321","Firms with 6 to 10 years in business","2018","134","R","1027","40374","45.3","S","32.4","38.2",
"0100000US","United States","42","Wholesale trade","001","Total","001","Total","50","American Indian and Alaska Native","004","Nonveteran","322","Firms with 11 to 15 years in business","2018","S","S","1,000 to 2,499 employees","S","S","S","S","S",
"0100000US","United States","42","Wholesale trade","001","Total","001","Total","50","American Indian and Alaska Native","004","Nonveteran","323","Firms with 16 or more years in business","2018","197","U","4003","248137","29.4","S","28.4","41.5",
"0100000US","United States","42","Wholesale trade","001","Total","001","Total","60","Asian","004","Nonveteran","311","Firms with less than 2 years in business","2018","4321","W","11402","544281","8.4","S","20.7","12.3",
"0100000US","United States","42","Wholesale trade","001","Total","001","Total","60","Asian","004","Nonveteran","318","Firms with 2 to 3 years in business","2018","4248","W","14922","525110","14.3","S","25.3","26.3",
"0100000US","United States","42","Wholesale trade","001","Total","001","Total","60","Asian","004","Nonveteran","319","Firms with 4 to 5 years in business","2018","3745","W","20359","972669","11.8","S","22.2","28.3",
"0100000US","United States","42","Wholesale trade","001","Total","001","Total","60","Asian","004","Nonveteran","321","Firms with 6 to 10 years in business","2018","6389","W","38520","2074253","7.9","S","21.2","27.7",
"0100000US","United States","42","Wholesale trade","001","Total","001","Total","60","Asian","004","Nonveteran","322","Firms with 11 to 15 years in business","2018","4649","W","31816","2038208","13.1","S","20.8","20.6",
"0100000US","United States","42","Wholesale trade","001","Total","001","Total","60","Asian","004","Nonveteran","323","Firms with 16 or more years in business","2018","10299","W","125941","8199428","8.2","S","13.6","14.6",
"0100000US","United States","42","Wholesale trade","001","Total","001","Total","70","Native Hawaiian and Other Pacific Islander","004","Nonveteran","311","Firms with less than 2 years in business","2018","23","L","52","3648","7.0","S","6.2","3.0",
"0100000US","United States","42","Wholesale trade","001","Total","001","Total","70","Native Hawaiian and Other Pacific Islander","004","Nonveteran","318","Firms with 2 to 3 years in business","2018","S","S","100 to 249 employees","S","S","S","S","S",
"0100000US","United States","42","Wholesale trade","001","Total","001","Total","70","Native Hawaiian and Other Pacific Islander","004","Nonveteran","319","Firms with 4 to 5 years in business","2018","D","D","250 to 499 employees","D","D","D","D","D",
"0100000US","United States","42","Wholesale trade","001","Total","001","Total","70","Native Hawaiian and Other Pacific Islander","004","Nonveteran","321","Firms with 6 to 10 years in business","2018","S","S","100 to 249 employees","S","S","S","S","S",
"0100000US","United States","42","Wholesale trade","001","Total","001","Total","70","Native Hawaiian and Other Pacific Islander","004","Nonveteran","322","Firms with 11 to 15 years in business","2018","S","S","20 to 99 employees","S","S","S","S","S",
"0100000US","United States","42","Wholesale trade","001","Total","001","Total","70","Native Hawaiian and Other Pacific Islander","004","Nonveteran","323","Firms with 16 or more years in business","2018","S","S","1,000 to 2,499 employees","S","S","S","S","S",
"0100000US","United States","42","Wholesale trade","001","Total","001","Total","90","Minority","004","Nonveteran","311","Firms with less than 2 years in business","2018","6146","W","15968","750068","7.0","S","16.0","11.1",
"0100000US","United States","42","Wholesale trade","001","Total","001","Total","90","Minority","004","Nonveteran","318","Firms with 2 to 3 years in business","2018","6527","W","24859","1127355","10.3","S","24.4","32.0",
"0100000US","United States","42","Wholesale trade","001","Total","001","Total","90","Minority","004","Nonveteran","319","Firms with 4 to 5 years in business","2018","5850","W","32552","1416263","9.3","S","16.2","23.8",
"0100000US","United States","42","Wholesale trade","001","Total","001","Total","90","Minority","004","Nonveteran","321","Firms with 6 to 10 years in business","2018","9703","W","57100","2883228","7.9","S","25.4","25.5",
"0100000US","United States","42","Wholesale trade","001","Total","001","Total","90","Minority","004","Nonveteran","322","Firms with 11 to 15 years in business","2018","6981","W","50136","2853501","8.9","S","15.0","15.9",
"0100000US","United States","42","Wholesale trade","001","Total","001","Total","90","Minority","004","Nonveteran","323","Firms with 16 or more years in business","2018","14652","W","179815","11774900","5.9","S","12.1","12.1",
"0100000US","United States","42","Wholesale trade","001","Total","001","Total","91","Equally minority/nonminority","004","Nonveteran","311","Firms with less than 2 years in business","2018","S","S","500 to 999 employees","S","S","S","S","S",
"0100000US","United States","42","Wholesale trade","001","Total","001","Total","91","Equally minority/nonminority","004","Nonveteran","318","Firms with 2 to 3 years in business","2018","S","S","2,500 to 4,999 employees","S","S","S","S","S",
"0100000US","United States","42","Wholesale trade","001","Total","001","Total","91","Equally minority/nonminority","004","Nonveteran","319","Firms with 4 to 5 years in business","2018","315","U","2070","97886","43.9","S","48.8","50.5",
"0100000US","United States","42","Wholesale trade","001","Total","001","Total","91","Equally minority/nonminority","004","Nonveteran","321","Firms with 6 to 10 years in business","2018","731","U","2911","121771","21.3","S","46.6","45.0",
"0100000US","United States","42","Wholesale trade","001","Total","001","Total","91","Equally minority/nonminority","004","Nonveteran","322","Firms with 11 to 15 years in business","2018","492","T","3780","119240","33.2","S","74.0","47.9",
"0100000US","United States","42","Wholesale trade","001","Total","001","Total","91","Equally minority/nonminority","004","Nonveteran","323","Firms with 16 or more years in business","2018","828","W","12489","886041","15.2","S","21.6","21.1",
"0100000US","United States","42","Wholesale trade","001","Total","001","Total","92","Nonminority","004","Nonveteran","311","Firms with less than 2 years in business","2018","19214","W","55684","3385136","5.1","S","6.5","6.2",
"0100000US","United States","42","Wholesale trade","001","Total","001","Total","92","Nonminority","004","Nonveteran","318","Firms with 2 to 3 years in business","2018","17971","W","87766","4490884","6.3","S","26.5","28.0",
"0100000US","United States","42","Wholesale trade","001","Total","001","Total","92","Nonminority","004","Nonveteran","319","Firms with 4 to 5 years in business","2018","14224","W","80499","4015123","7.2","S","13.3","12.3",
"0100000US","United States","42","Wholesale trade","001","Total","001","Total","92","Nonminority","004","Nonveteran","321","Firms with 6 to 10 years in business","2018","29243","W","230645","12693915","5.2","S","9.5","10.5",
"0100000US","United States","42","Wholesale trade","001","Total","001","Total","92","Nonminority","004","Nonveteran","322","Firms with 11 to 15 years in business","2018","26424","W","239721","15263483","3.6","S","8.8","13.3",
"0100000US","United States","42","Wholesale trade","001","Total","001","Total","92","Nonminority","004","Nonveteran","323","Firms with 16 or more years in business","2018","100057","W","2099812","137339959","1.5","S","3.7","3.8",
"0100000US","United States","42","Wholesale trade","096","Classifiable","096","Classifiable","96","Classifiable","096","Classifiable","311","Firms with less than 2 years in business","2018","28014","W","78396","4581784","3.7","S","5.5","4.9",
"0100000US","United States","42","Wholesale trade","096","Classifiable","096","Classifiable","96","Classifiable","096","Classifiable","318","Firms with 2 to 3 years in business","2018","26825","W","121508","5973002","4.2","S","20.4","24.6",
"0100000US","United States","42","Wholesale trade","096","Classifiable","096","Classifiable","96","Classifiable","096","Classifiable","319","Firms with 4 to 5 years in business","2018","21853","W","123724","5969376","6.0","S","9.1","8.0",
"0100000US","United States","42","Wholesale trade","096","Classifiable","096","Classifiable","96","Classifiable","096","Classifiable","321","Firms with 6 to 10 years in business","2018","42646","W","304982","16408416","4.4","S","5.8","7.3",
"0100000US","United States","42","Wholesale trade","096","Classifiable","096","Classifiable","96","Classifiable","096","Classifiable","322","Firms with 11 to 15 years in business","2018","36703","W","315288","19269418","2.7","S","7.5","11.2",
"0100000US","United States","42","Wholesale trade","096","Classifiable","096","Classifiable","96","Classifiable","096","Classifiable","323","Firms with 16 or more years in business","2018","130928","W","2529307","164730760","1.8","S","3.9","4.4",
"0100000US","United States","42","Wholesale trade","098","Unclassifiable","098","Unclassifiable","98","Unclassifiable","098","Unclassifiable","311","Firms with less than 2 years in business","2018","162","W","4230","380840","64.5","S","53.1","50.9",
