"GEO_ID","NAME","NAICS2017","NAICS2017_LABEL","SEX","SEX_LABEL","ETH_GROUP","ETH_GROUP_LABEL","RACE_GROUP","RACE_GROUP_LABEL","VET_GROUP","VET_GROUP_LABEL","YIBSZFI","YIBSZFI_LABEL","YEAR","FIRMPDEMP","RCPPDEMP","EMP","PAYANN","FIRMPDEMP_S","RCPPDEMP_S","EMP_S","PAYANN_S",
"0100000US","United States","31-33","Manufacturing","001","Total","001","Total","92","Nonminority","004","Nonveteran","323","Firms with 16 or more years in business","2020","95061","W","3605872","192108201","1.7","S","2.9","3.2",
"0100000US","United States","31-33","Manufacturing","096","Classifiable","096","Classifiable","96","Classifiable","096","Classifiable","311","Firms with less than 2 years in business","2020","19741","W","146112","7907018","2.7","S","9.1","9.1",
"0100000US","United States","31-33","Manufacturing","096","Classifiable","096","Classifiable","96","Classifiable","096","Classifiable","318","Firms with 2 to 3 years in business","2020","20455","W","200036","8447298","4.9","S","7.7","7.6",
"0100000US","United States","31-33","Manufacturing","096","Classifiable","096","Classifiable","96","Classifiable","096","Classifiable","319","Firms with 4 to 5 years in business","2020","17306","W","175894","7161600","4.2","S","5.7","6.3",
"0100000US","United States","31-33","Manufacturing","096","Classifiable","096","Classifiable","96","Classifiable","096","Classifiable","321","Firms with 6 to 10 years in business","2020","29925","W","371479","16577775","2.4","S","5.5","6.5",
"0100000US","United States","31-33","Manufacturing","096","Classifiable","096","Classifiable","96","Classifiable","096","Classifiable","322","Firms with 11 to 15 years in business","2020","25226","W","341067","16092016","4.1","S","6.2","8.3",
"0100000US","United States","31-33","Manufacturing","096","Classifiable","096","Classifiable","96","Classifiable","096","Classifiable","323","Firms with 16 or more years in business","2020","117659","W","4254548","225679232","1.3","S","3.1","3.4",
"0100000US","United States","31-33","Manufacturing","098","Unclassifiable","098","Unclassifiable","98","Unclassifiable","098","Unclassifiable","311","Firms with less than 2 years in business","2020","196","U","4451","328029","44.6","S","40.6","29.1",
"0100000US","United States","31-33","Manufacturing","098","Unclassifiable","098","Unclassifiable","98","Unclassifiable","098","Unclassifiable","318","Firms with 2 to 3 years in business","2020","420","W","22036","1355913","24.3","S","37.6","42.9",
"0100000US","United States","31-33","Manufacturing","098","Unclassifiable","098","Unclassifiable","98","Unclassifiable","098","Unclassifiable","319","Firms with 4 to 5 years in business","2020","303","W","21075","1567048","21.3","S","22.0","17.9",
"0100000US","United States","31-33","Manufacturing","098","Unclassifiable","098","Unclassifiable","98","Unclassifiable","098","Unclassifiable","321","Firms with 6 to 10 years in business","2020","832","W","47854","3163351","15.2","S","12.6","25.9",
"0100000US","United States","31-33","Manufacturing","098","Unclassifiable","098","Unclassifiable","98","Unclassifiable","098","Unclassifiable","322","Firms with 11 to 15 years in business","2020","569","W","47256","3025459","14.4","S","10.6","12.7",
"0100000US","United States","31-33","Manufacturing","098","Unclassifiable","098","Unclassifiable","98","Unclassifiable","098","Unclassifiable","323","Firms with 16 or more years in business","2020","7557","W","6280427","442820094","9.3","S","1.6","1.5",
"0100000US","United States","42","Wholesale trade","001","Total","001","Total","00","Total","001","Total","311","Firms with less than 2 years in business","2020","22831","W","73969","4163022","6.0","S","14.8","11.4",
"0100000US","United States","42","Wholesale trade","001","Total","001","Total","00","Total","001","Total","318","Firms with 2 to 3 years in business","2020","26317","W","127508","8161250","3.2","S","10.5","15.7",
"0100000US","United States","42","Wholesale trade","001","Total","001","Total","00","Total","001","Total","319","Firms with 4 to 5 years in business","2020","20636","W","125129","7928364","6.2","S","22.2","40.5",
"0100000US","United States","42","Wholesale trade","001","Total","001","Total","00","Total","001","Total","321","Firms with 6 to 10 years in business","2020","43438","W","350932","20826811","3.3","S","13.6","10.7",
"0100000US","United States","42","Wholesale trade","001","Total","001","Total","00","Total","001","Total","322","Firms with 11 to 15 years in business","2020","35911","W","333398","22075272","5.8","S","8.8","8.1",
"0100000US","United States","42","Wholesale trade","001","Total","001","Total","00","Total","001","Total","323","Firms with 16 or more years in business","2020","135217","W","5228750","409579262","1.7","S","1.9","1.0",
"0100000US","United States","42","Wholesale trade","002","Female","001","Total","00","Total","001","Total","311","Firms with less than 2 years in business","2020","4050","W","10316","601805","8.0","S","11.8","13.5",
"0100000US","United States","42","Wholesale trade","002","Female","001","Total","00","Total","001","Total","318","Firms with 2 to 3 years in business","2020","4506","W","16433","670768","12.2","S","47.7","36.6",
"0100000US","United States","42","Wholesale trade","002","Female","001","Total","00","Total","001","Total","319","Firms with 4 to 5 years in business","2020","3908","W","16227","798051","17.2","S","30.8","30.3",
"0100000US","United States","42","Wholesale trade","002","Female","001","Total","00","Total","001","Total","321","Firms with 6 to 10 years in business","2020","S","S","50,000 to 99,999 employees","S","S","S","S","S",
"0100000US","United States","42","Wholesale trade","002","Female","001","Total","00","Total","001","Total","322","Firms with 11 to 15 years in business","2020","5829","W","40464","2124165","12.4","S","25.6","24.0",
"0100000US","United States","42","Wholesale trade","002","Female","001","Total","00","Total","001","Total","323","Firms with 16 or more years in business","2020","18289","W","321662","19971393","4.4","S","19.3","18.3",
"0100000US","United States","42","Wholesale trade","003","Male","001","Total","00","Total","001","Total","311","Firms with less than 2 years in business","2020","15544","W","55449","3064248","7.2","S","21.2","16.6",
"0100000US","United States","42","Wholesale trade","003","Male","001","Total","00","Total","001","Total","318","Firms with 2 to 3 years in business","2020","18017","W","90410","5829725","4.6","S","10.3","14.0",
"0100000US","United States","42","Wholesale trade","003","Male","001","Total","00","Total","001","Total","319","Firms with 4 to 5 years in business","2020","S","S","50,000 to 99,999 employees","S","S","S","S","S",
"0100000US","United States","42","Wholesale trade","003","Male","001","Total","00","Total","001","Total","321","Firms with 6 to 10 years in business","2020","30197","W","228391","12970851","2.0","S","12.3","12.2",
"0100000US","United States","42","Wholesale trade","003","Male","001","Total","00","Total","001","Total","322","Firms with 11 to 15 years in business","2020","24337","W","224885","13368892","7.2","S","13.3","8.4",
"0100000US","United States","42","Wholesale trade","003","Male","001","Total","00","Total","001","Total","323","Firms with 16 or more years in business","2020","93134","W","2105066","137139696","2.6","S","5.2","5.2",
"0100000US","United States","42","Wholesale trade","004","Equally male/female","001","Total","00","Total","001","Total","311","Firms with less than 2 years in business","2020","3109","U","5984","353938","11.8","S","17.9","8.3",
"0100000US","United States","42","Wholesale trade","004","Equally male/female","001","Total","00","Total","001","Total","318","Firms with 2 to 3 years in business","2020","S","S","10,000 to 24,999 employees","S","S","S","S","S",
"0100000US","United States","42","Wholesale trade","004","Equally male/female","001","Total","00","Total","001","Total","319","Firms with 4 to 5 years in business","2020","2321","W","10413","537258","17.1","S","36.5","39.9",
"0100000US","United States","42","Wholesale trade","004","Equally male/female","001","Total","00","Total","001","Total","321","Firms with 6 to 10 years in business","2020","5809","W","41297","2126470","14.0","S","36.4","32.1",
"0100000US","United States","42","Wholesale trade","004","Equally male/female","001","Total","00","Total","001","Total","322","Firms with 11 to 15 years in business","2020","5024","W","29997","1788341","13.7","S","25.4","35.5",
"0100000US","United States","42","Wholesale trade","004","Equally male/female","001","Total","00","Total","001","Total","323","Firms with 16 or more years in business","2020","17079","W","241122","15001711","6.7","S","19.2","20.6",
"0100000US","United States","42","Wholesale trade","001","Total","020","Hispanic","00","Total","001","Total","311","Firms with less than 2 years in business","2020","1639","U","5168","186499","21.3","S","33.4","37.4",
"0100000US","United States","42","Wholesale trade","001","Total","020","Hispanic","00","Total","001","Total","318","Firms with 2 to 3 years in business","2020","1636","U","4225","183277","16.0","S","32.5","48.0",
"0100000US","United States","42","Wholesale trade","001","Total","020","Hispanic","00","Total","001","Total","319","Firms with 4 to 5 years in business","2020","1771","U","8818","381663","22.3","S","21.2","18.3",
"0100000US","United States","42","Wholesale trade","001","Total","020","Hispanic","00","Total","001","Total","321","Firms with 6 to 10 years in business","2020","3656","W","18261","811648","17.3","S","30.6","32.4",
"0100000US","United States","42","Wholesale trade","001","Total","020","Hispanic","00","Total","001","Total","322","Firms with 11 to 15 years in business","2020","S","S","10,000 to 24,999 employees","S","S","S","S","S",
"0100000US","United States","42","Wholesale trade","001","Total","020","Hispanic","00","Total","001","Total","323","Firms with 16 or more years in business","2020","4479","W","51712","2752629","14.2","S","25.4","25.2",
"0100000US","United States","42","Wholesale trade","002","Female","020","Hispanic","00","Total","001","Total","311","Firms with less than 2 years in business","2020","505","T","1469","46563","36.2","S","52.5","40.7",
"0100000US","United States","42","Wholesale trade","002","Female","020","Hispanic","00","Total","001","Total","318","Firms with 2 to 3 years in business","2020","S","S","500 to 999 employees","S","S","S","S","S",
"0100000US","United States","42","Wholesale trade","002","Female","020","Hispanic","00","Total","001","Total","319","Firms with 4 to 5 years in business","2020","S","S","1,000 to 2,499 employees","S","S","S","S","S",
"0100000US","United States","42","Wholesale trade","002","Female","020","Hispanic","00","Total","001","Total","321","Firms with 6 to 10 years in business","2020","S","S","2,500 to 4,999 employees","S","S","S","S","S",
"0100000US","United States","42","Wholesale trade","002","Female","020","Hispanic","00","Total","001","Total","322","Firms with 11 to 15 years in business","2020","463","U","3313","157714","31.7","S","66.0","70.0",
"0100000US","United States","42","Wholesale trade","002","Female","020","Hispanic","00","Total","001","Total","323","Firms with 16 or more years in business","2020","960","W","8881","527048","30.5","S","29.5","35.3",
"0100000US","United States","42","Wholesale trade","003","Male","020","Hispanic","00","Total","001","Total","311","Firms with less than 2 years in business","2020","898","U","3058","122302","26.9","S","32.4","42.3",
"0100000US","United States","42","Wholesale trade","003","Male","020","Hispanic","00","Total","001","Total","318","Firms with 2 to 3 years in business","2020","1016","U","3108","142202","21.6","S","38.2","47.8",
"0100000US","United States","42","Wholesale trade","003","Male","020","Hispanic","00","Total","001","Total","319","Firms with 4 to 5 years in business","2020","1274","U","5931","250320","25.5","S","34.6","30.9",
"0100000US","United States","42","Wholesale trade","003","Male","020","Hispanic","00","Total","001","Total","321","Firms with 6 to 10 years in business","2020","2443","W","11851","521336","19.9","S","31.7","34.4",
"0100000US","United States","42","Wholesale trade","003","Male","020","Hispanic","00","Total","001","Total","322","Firms with 11 to 15 years in business","2020","S","S","10,000 to 24,999 employees","S","S","S","S","S",
"0100000US","United States","42","Wholesale trade","003","Male","020","Hispanic","00","Total","001","Total","323","Firms with 16 or more years in business","2020","2977","W","38818","2032931","15.6","S","31.9","30.1",
"0100000US","United States","42","Wholesale trade","004","Equally male/female","020","Hispanic","00","Total","001","Total","311","Firms with less than 2 years in business","2020","S","S","500 to 999 employees","S","S","S","S","S",
"0100000US","United States","42","Wholesale trade","004","Equally male/female","020","Hispanic","00","Total","001","Total","318","Firms with 2 to 3 years in business","2020","S","S","250 to 499 employees","S","S","S","S","S",
"0100000US","United States","42","Wholesale trade","004","Equally male/female","020","Hispanic","00","Total","001","Total","319","Firms with 4 to 5 years in business","2020","S","S","1,000 to 2,499 employees","S","S","S","S","S",
"0100000US","United States","42","Wholesale trade","004","Equally male/female","020","Hispanic","00","Total","001","Total","321","Firms with 6 to 10 years in business","2020","S","S","1,000 to 2,499 employees","S","S","S","S","S",
"0100000US","United States","42","Wholesale trade","004","Equally male/female","020","Hispanic","00","Total","001","Total","322","Firms with 11 to 15 years in business","2020","S","S","2,500 to 4,999 employees","S","S","S","S","S",
"0100000US","United States","42","Wholesale trade","004","Equally male/female","020","Hispanic","00","Total","001","Total","323","Firms with 16 or more years in business","2020","S","S","2,500 to 4,999 employees","S","S","S","S","S",
"0100000US","United States","42","Wholesale trade","001","Total","028","Equally Hispanic/non-Hispanic","00","Total","001","Total","311","Firms with less than 2 years in business","2020","250","R","429","24074","35.8","S","42.5","30.5",
"0100000US","United States","42","Wholesale trade","001","Total","028","Equally Hispanic/non-Hispanic","00","Total","001","Total","318","Firms with 2 to 3 years in business","2020","S","S","1,000 to 2,499 employees","S","S","S","S","S",
"0100000US","United States","42","Wholesale trade","001","Total","028","Equally Hispanic/non-Hispanic","00","Total","001","Total","319","Firms with 4 to 5 years in business","2020","S","S","250 to 499 employees","S","S","S","S","S",
"0100000US","United States","42","Wholesale trade","001","Total","028","Equally Hispanic/non-Hispanic","00","Total","001","Total","321","Firms with 6 to 10 years in business","2020","S","S","1,000 to 2,499 employees","S","S","S","S","S",
"0100000US","United States","42","Wholesale trade","001","Total","028","Equally Hispanic/non-Hispanic","00","Total","001","Total","322","Firms with 11 to 15 years in business","2020","S","S","1,000 to 2,499 employees","S","S","S","S","S",
"0100000US","United States","42","Wholesale trade","001","Total","028","Equally Hispanic/non-Hispanic","00","Total","001","Total","323","Firms with 16 or more years in business","2020","S","S","5,000 to 9,999 employees","S","S","S","S","S",
"0100000US","United States","42","Wholesale trade","002","Female","028","Equally Hispanic/non-Hispanic","00","Total","001","Total","311","Firms with less than 2 years in business","2020","S","S","20 to 99 employees","S","S","S","S","S",
"0100000US","United States","42","Wholesale trade","002","Female","028","Equally Hispanic/non-Hispanic","00","Total","001","Total","321","Firms with 6 to 10 years in business","2020","2","B","0","27","88.2","S","0.0","6.5",
"0100000US","United States","42","Wholesale trade","003","Male","028","Equally Hispanic/non-Hispanic","00","Total","001","Total","311","Firms with less than 2 years in business","2020","65","O","108","6380","79.2","S","49.9","34.4",
"0100000US","United States","42","Wholesale trade","003","Male","028","Equally Hispanic/non-Hispanic","00","Total","001","Total","318","Firms with 2 to 3 years in business","2020","S","S","250 to 499 employees","S","S","S","S","S",
"0100000US","United States","42","Wholesale trade","003","Male","028","Equally Hispanic/non-Hispanic","00","Total","001","Total","319","Firms with 4 to 5 years in business","2020","S","S","250 to 499 employees","S","S","S","S","S",
"0100000US","United States","42","Wholesale trade","003","Male","028","Equally Hispanic/non-Hispanic","00","Total","001","Total","321","Firms with 6 to 10 years in business","2020","S","S","100 to 249 employees","S","S","S","S","S",
"0100000US","United States","42","Wholesale trade","003","Male","028","Equally Hispanic/non-Hispanic","00","Total","001","Total","322","Firms with 11 to 15 years in business","2020","S","S","500 to 999 employees","S","S","S","S","S",
"0100000US","United States","42","Wholesale trade","003","Male","028","Equally Hispanic/non-Hispanic","00","Total","001","Total","323","Firms with 16 or more years in business","2020","S","S","2,500 to 4,999 employees","S","S","S","S","S",
"0100000US","United States","42","Wholesale trade","004","Equally male/female","028","Equally Hispanic/non-Hispanic","00","Total","001","Total","311","Firms with less than 2 years in business","2020","167","O","298","17140","47.8","S","56.0","37.3",
"0100000US","United States","42","Wholesale trade","004","Equally male/female","028","Equally Hispanic/non-Hispanic","00","Total","001","Total","318","Firms with 2 to 3 years in business","2020","S","S","500 to 999 employees","S","S","S","S","S",
"0100000US","United States","42","Wholesale trade","004","Equally male/female","028","Equally Hispanic/non-Hispanic","00","Total","001","Total","319","Firms with 4 to 5 years in business","2020","S","S","100 to 249 employees","S","S","S","S","S",
"0100000US","United States","42","Wholesale trade","004","Equally male/female","028","Equally Hispanic/non-Hispanic","00","Total","001","Total","321","Firms with 6 to 10 years in business","2020","S","S","1,000 to 2,499 employees","S","S","S","S","S",
"0100000US","United States","42","Wholesale trade","004","Equally male/female","028","Equally Hispanic/non-Hispanic","00","Total","001","Total","322","Firms with 11 to 15 years in business","2020","S","S","500 to 999 employees","S","S","S","S","S",
"0100000US","United States","42","Wholesale trade","004","Equally male/female","028","Equally Hispanic/non-Hispanic","00","Total","001","Total","323","Firms with 16 or more years in business","2020","650","U","4044","216948","36.1","S","62.6","70.2",
"0100000US","United States","42","Wholesale trade","001","Total","029","Non-Hispanic","00","Total","001","Total","311","Firms with less than 2 years in business","2020","20815","W","66153","3809417","6.1","S","17.1","12.6",
"0100000US","United States","42","Wholesale trade","001","Total","029","Non-Hispanic","00","Total","001","Total","318","Firms with 2 to 3 years in business","2020","23835","W","114590","7298011","3.1","S","10.5","16.5",
"0100000US","United States","42","Wholesale trade","001","Total","029","Non-Hispanic","00","Total","001","Total","319","Firms with 4 to 5 years in business","2020","18244","W","96240","5218246","8.3","S","25.1","27.0",
"0100000US","United States","42","Wholesale trade","001","Total","029","Non-Hispanic","00","Total","001","Total","321","Firms with 6 to 10 years in business","2020","38631","W","301815","17738777","4.3","S","14.1","10.4",
"0100000US","United States","42","Wholesale trade","001","Total","029","Non-Hispanic","00","Total","001","Total","322","Firms with 11 to 15 years in business","2020","32610","W","275812","16478328","5.7","S","11.6","9.9",
"0100000US","United States","42","Wholesale trade","001","Total","029","Non-Hispanic","00","Total","001","Total","323","Firms with 16 or more years in business","2020","123200","W","2609055","168972277","1.6","S","4.9","4.2",
"0100000US","United States","42","Wholesale trade","002","Female","029","Non-Hispanic","00","Total","001","Total","311","Firms with less than 2 years in business","2020","3527","W","8824","554687","8.5","S","16.1","13.1",
"0100000US","United States","42","Wholesale trade","002","Female","029","Non-Hispanic","00","Total","001","Total","318","Firms with 2 to 3 years in business","2020","4125","W","15813","646622","12.4","S","49.8","37.7",
"0100000US","United States","42","Wholesale trade","002","Female","029","Non-Hispanic","00","Total","001","Total","319","Firms with 4 to 5 years in business","2020","3577","W","14356","707629","17.3","S","31.5","30.1",
"0100000US","United States","42","Wholesale trade","002","Female","029","Non-Hispanic","00","Total","001","Total","321","Firms with 6 to 10 years in business","2020","S","S","25,000 to 49,999 employees","S","S","S","S","S",
"0100000US","United States","42","Wholesale trade","002","Female","029","Non-Hispanic","00","Total","001","Total","322","Firms with 11 to 15 years in business","2020","5367","W","37151","1966451","12.2","S","28.5","26.2",
"0100000US","United States","42","Wholesale trade","002","Female","029","Non-Hispanic","00","Total","001","Total","323","Firms with 16 or more years in business","2020","17330","W","312781","19444346","5.0","S","19.8","18.9",
"0100000US","United States","42","Wholesale trade","003","Male","029","Non-Hispanic","00","Total","001","Total","311","Firms with less than 2 years in business","2020","14583","W","52283","2935565","7.4","S","21.4","17.0",
"0100000US","United States","42","Wholesale trade","003","Male","029","Non-Hispanic","00","Total","001","Total","318","Firms with 2 to 3 years in business","2020","16885","W","86919","5662633","5.4","S","11.5","15.0",
"0100000US","United States","42","Wholesale trade","003","Male","029","Non-Hispanic","00","Total","001","Total","319","Firms with 4 to 5 years in business","2020","S","S","50,000 to 99,999 employees","S","S","S","S","S",
"0100000US","United States","42","Wholesale trade","003","Male","029","Non-Hispanic","00","Total","001","Total","321","Firms with 6 to 10 years in business","2020","27640","W","216306","12429047","2.0","S","12.9","12.4",
"0100000US","United States","42","Wholesale trade","003","Male","029","Non-Hispanic","00","Total","001","Total","322","Firms with 11 to 15 years in business","2020","22761","W","212912","12891022","7.5","S","14.6","9.1",
"0100000US","United States","42","Wholesale trade","003","Male","029","Non-Hispanic","00","Total","001","Total","323","Firms with 16 or more years in business","2020","89981","W","2063209","134935820","2.2","S","5.0","5.2",
"0100000US","United States","42","Wholesale trade","004","Equally male/female","029","Non-Hispanic","00","Total","001","Total","311","Firms with less than 2 years in business","2020","2707","U","5046","319164","12.2","S","16.0","8.7",
"0100000US","United States","42","Wholesale trade","004","Equally male/female","029","Non-Hispanic","00","Total","001","Total","318","Firms with 2 to 3 years in business","2020","S","S","10,000 to 24,999 employees","S","S","S","S","S",
"0100000US","United States","42","Wholesale trade","004","Equally male/female","029","Non-Hispanic","00","Total","001","Total","319","Firms with 4 to 5 years in business","2020","2039","W","9184","485763","21.0","S","37.6","42.5",
"0100000US","United States","42","Wholesale trade","004","Equally male/female","029","Non-Hispanic","00","Total","001","Total","321","Firms with 6 to 10 years in business","2020","4966","W","37363","2007206","18.2","S","40.4","34.6",
"0100000US","United States","42","Wholesale trade","004","Equally male/female","029","Non-Hispanic","00","Total","001","Total","322","Firms with 11 to 15 years in business","2020","4482","W","25749","1620855","14.7","S","24.4","36.8",
"0100000US","United States","42","Wholesale trade","004","Equally male/female","029","Non-Hispanic","00","Total","001","Total","323","Firms with 16 or more years in business","2020","15889","W","233065","14592112","6.9","S","19.3","20.6",
"0100000US","United States","42","Wholesale trade","001","Total","001","Total","30","White","001","Total","311","Firms with less than 2 years in business","2020","18586","W","62119","3520072","5.5","S","18.2","13.4",
"0100000US","United States","42","Wholesale trade","001","Total","001","Total","30","White","001","Total","318","Firms with 2 to 3 years in business","2020","21301","W","103766","6372750","4.8","S","10.1","17.9",
"0100000US","United States","42","Wholesale trade","001","Total","001","Total","30","White","001","Total","319","Firms with 4 to 5 years in business","2020","16283","W","86987","4716112","9.7","S","28.9","28.8",
"0100000US","United States","42","Wholesale trade","001","Total","001","Total","30","White","001","Total","321","Firms with 6 to 10 years in business","2020","35898","W","276664","16273107","3.3","S","13.0","11.7",
"0100000US","United States","42","Wholesale trade","001","Total","001","Total","30","White","001","Total","322","Firms with 11 to 15 years in business","2020","29259","W","257573","15300553","6.7","S","10.8","10.2",
"0100000US","United States","42","Wholesale trade","001","Total","001","Total","30","White","001","Total","323","Firms with 16 or more years in business","2020","116745","W","2557326","165455928","2.1","S","5.0","4.1",
"0100000US","United States","42","Wholesale trade","002","Female","001","Total","30","White","001","Total","311","Firms with less than 2 years in business","2020","3019","W","8489","478248","7.2","S","13.5","17.2",
"0100000US","United States","42","Wholesale trade","002","Female","001","Total","30","White","001","Total","318","Firms with 2 to 3 years in business","2020","3167","W","13128","546186","12.7","S","58.2","43.9",
"0100000US","United States","42","Wholesale trade","002","Female","001","Total","30","White","001","Total","319","Firms with 4 to 5 years in business","2020","2644","W","11525","594328","19.8","S","41.4","38.8",
"0100000US","United States","42","Wholesale trade","002","Female","001","Total","30","White","001","Total","321","Firms with 6 to 10 years in business","2020","S","S","25,000 to 49,999 employees","S","S","S","S","S",
"0100000US","United States","42","Wholesale trade","002","Female","001","Total","30","White","001","Total","322","Firms with 11 to 15 years in business","2020","4442","W","30757","1662303","19.2","S","29.7","25.7",
"0100000US","United States","42","Wholesale trade","002","Female","001","Total","30","White","001","Total","323","Firms with 16 or more years in business","2020","15616","W","301982","18901807","5.1","S","18.6","18.1",
"0100000US","United States","42","Wholesale trade","003","Male","001","Total","30","White","001","Total","311","Firms with less than 2 years in business","2020","12906","W","48558","2757594","6.8","S","23.8","18.0",
"0100000US","United States","42","Wholesale trade","003","Male","001","Total","30","White","001","Total","318","Firms with 2 to 3 years in business","2020","15213","W","79010","4819327","6.7","S","12.1","10.0",
"0100000US","United States","42","Wholesale trade","003","Male","001","Total","30","White","001","Total","319","Firms with 4 to 5 years in business","2020","S","S","50,000 to 99,999 employees","S","S","S","S","S",
"0100000US","United States","42","Wholesale trade","003","Male","001","Total","30","White","001","Total","321","Firms with 6 to 10 years in business","2020","25993","W","205535","11931687","2.5","S","13.4","13.4",
"0100000US","United States","42","Wholesale trade","003","Male","001","Total","30","White","001","Total","322","Firms with 11 to 15 years in business","2020","20580","W","200384","12054528","8.5","S","13.7","9.1",
"0100000US","United States","42","Wholesale trade","003","Male","001","Total","30","White","001","Total","323","Firms with 16 or more years in business","2020","86290","W","2033385","132557445","3.1","S","5.2","5.1",
"0100000US","United States","42","Wholesale trade","004","Equally male/female","001","Total","30","White","001","Total","311","Firms with less than 2 years in business","2020","2661","U","5072","284231","14.0","S","22.8","12.3",
"0100000US","United States","42","Wholesale trade","004","Equally male/female","001","Total","30","White","001","Total","318","Firms with 2 to 3 years in business","2020","S","S","10,000 to 24,999 employees","S","S","S","S","S",
"0100000US","United States","42","Wholesale trade","004","Equally male/female","001","Total","30","White","001","Total","319","Firms with 4 to 5 years in business","2020","1947","W","9682","507741","21.4","S","39.2","43.2",
"0100000US","United States","42","Wholesale trade","004","Equally male/female","001","Total","30","White","001","Total","321","Firms with 6 to 10 years in business","2020","4783","W","34432","1731306","12.8","S","43.9","38.1",
"0100000US","United States","42","Wholesale trade","004","Equally male/female","001","Total","30","White","001","Total","322","Firms with 11 to 15 years in business","2020","4237","W","26432","1583722","13.3","S","24.8","38.8",
"0100000US","United States","42","Wholesale trade","004","Equally male/female","001","Total","30","White","001","Total","323","Firms with 16 or more years in business","2020","14837","W","221959","13996675","5.7","S","18.5","20.7",
"0100000US","United States","42","Wholesale trade","001","Total","020","Hispanic","30","White","001","Total","311","Firms with less than 2 years in business","2020","1538","U","5088","182516","20.2","S","33.8","37.8",
"0100000US","United States","42","Wholesale trade","001","Total","020","Hispanic","30","White","001","Total","318","Firms with 2 to 3 years in business","2020","1562","U","4087","177543","16.9","S","32.6","47.9",
"0100000US","United States","42","Wholesale trade","001","Total","020","Hispanic","30","White","001","Total","319","Firms with 4 to 5 years in business","2020","1658","U","8629","374261","24.0","S","21.1","19.2",
"0100000US","United States","42","Wholesale trade","001","Total","020","Hispanic","30","White","001","Total","321","Firms with 6 to 10 years in business","2020","3535","W","17564","791261","16.5","S","30.6","32.2",
"0100000US","United States","42","Wholesale trade","001","Total","020","Hispanic","30","White","001","Total","322","Firms with 11 to 15 years in business","2020","S","S","10,000 to 24,999 employees","S","S","S","S","S",
"0100000US","United States","42","Wholesale trade","001","Total","020","Hispanic","30","White","001","Total","323","Firms with 16 or more years in business","2020","4314","W","50856","2719798","13.6","S","26.0","25.4",
"0100000US","United States","42","Wholesale trade","001","Total","028","Equally Hispanic/non-Hispanic","30","White","001","Total","311","Firms with less than 2 years in business","2020","218","R","359","19888","42.5","S","49.1","37.3",
"0100000US","United States","42","Wholesale trade","001","Total","028","Equally Hispanic/non-Hispanic","30","White","001","Total","318","Firms with 2 to 3 years in business","2020","S","S","500 to 999 employees","S","S","S","S","S",
"0100000US","United States","42","Wholesale trade","001","Total","028","Equally Hispanic/non-Hispanic","30","White","001","Total","319","Firms with 4 to 5 years in business","2020","S","S","250 to 499 employees","S","S","S","S","S",
"0100000US","United States","42","Wholesale trade","001","Total","028","Equally Hispanic/non-Hispanic","30","White","001","Total","321","Firms with 6 to 10 years in business","2020","S","S","1,000 to 2,499 employees","S","S","S","S","S",
"0100000US","United States","42","Wholesale trade","001","Total","028","Equally Hispanic/non-Hispanic","30","White","001","Total","322","Firms with 11 to 15 years in business","2020","S","S","1,000 to 2,499 employees","S","S","S","S","S",
"0100000US","United States","42","Wholesale trade","001","Total","028","Equally Hispanic/non-Hispanic","30","White","001","Total","323","Firms with 16 or more years in business","2020","S","S","5,000 to 9,999 employees","S","S","S","S","S",
"0100000US","United States","42","Wholesale trade","001","Total","029","Non-Hispanic","30","White","001","Total","311","Firms with less than 2 years in business","2020","16829","W","56672","3317668","5.8","S","19.3","14.0",
"0100000US","United States","42","Wholesale trade","001","Total","029","Non-Hispanic","30","White","001","Total","318","Firms with 2 to 3 years in business","2020","19483","W","98686","6132794","4.8","S","10.9","18.9",
"0100000US","United States","42","Wholesale trade","001","Total","029","Non-Hispanic","30","White","001","Total","319","Firms with 4 to 5 years in business","2020","S","S","50,000 to 99,999 employees","S","S","S","S","S",
"0100000US","United States","42","Wholesale trade","001","Total","029","Non-Hispanic","30","White","001","Total","321","Firms with 6 to 10 years in business","2020","31969","W","257946","15422561","4.2","S","13.6","12.4",
"0100000US","United States","42","Wholesale trade","001","Total","029","Non-Hispanic","30","White","001","Total","322","Firms with 11 to 15 years in business","2020","26821","W","238767","14521790","7.1","S","11.9","10.8",
"0100000US","United States","42","Wholesale trade","001","Total","029","Non-Hispanic","30","White","001","Total","323","Firms with 16 or more years in business","2020","111747","W","2500616","162400138","1.8","S","4.8","4.1",
"0100000US","United States","42","Wholesale trade","001","Total","001","Total","40","Black or African American","001","Total","311","Firms with less than 2 years in business","2020","321","R","1273","49334","33.2","S","42.8","55.8",
"0100000US","United States","42","Wholesale trade","001","Total","001","Total","40","Black or African American","001","Total","318","Firms with 2 to 3 years in business","2020","290","T","1046","66855","57.3","S","36.7","28.0",
"0100000US","United States","42","Wholesale trade","001","Total","001","Total","40","Black or African American","001","Total","319","Firms with 4 to 5 years in business","2020","120","R","331","18799","40.1","S","26.5","28.4",
"0100000US","United States","42","Wholesale trade","001","Total","001","Total","40","Black or African American","001","Total","321","Firms with 6 to 10 years in business","2020","363","U","1608","95751","27.8","S","43.2","44.4",
